2,cheb,0.7006552219390869
2,eigd,0.020949840545654297

4,cheb,0.8015685081481934
4,eigd,0.0027489662170410156

6,cheb,1.5138194561004639
6,eigd,0.008381366729736328

8,cheb,3.3670806884765625
8,eigd,0.01677227020263672

10,cheb,7.016606092453003
10,eigd,0.04011344909667969

12,cheb,13.620779037475586
12,eigd,0.07326531410217285

14,cheb,24.97538137435913
14,eigd,0.13546323776245117

16,cheb,42.85754632949829
16,eigd,0.19522404670715332

18,cheb,43.05075263977051
18,eigd,0.26542162895202637

20,cheb,43.62615513801575
20,eigd,0.472550630569458

22,cheb,44.50747299194336
22,eigd,0.6704442501068115

24,cheb,45.15564155578613
24,eigd,1.0289597511291504

26,cheb,45.5036187171936
26,eigd,1.2117180824279785

28,cheb,46.16350340843201
28,eigd,2.1795239448547363

30,cheb,46.54124474525452
30,eigd,3.017993450164795

32,cheb,46.29156970977783
32,eigd,5.701415300369263

34,cheb,47.584277868270874
34,eigd,6.9701032638549805

36,cheb,48.71079659461975
36,eigd,7.12180757522583

38,cheb,51.31218767166138
38,eigd,13.60065245628357

40,cheb,57.120028018951416
40,eigd,13.687113285064697

42,cheb,60.24125909805298
42,eigd,18.16485857963562

44,cheb,76.50101733207703
44,eigd,25.19069266319275

46,cheb,81.56120109558105
46,eigd,33.52681064605713

48,cheb,103.17846894264221
48,eigd,40.01962733268738

50,cheb,124.4693534374237
50,eigd,39.63130784034729

52,cheb,178.13736057281494
52,eigd,64.84131479263306

54,cheb,181.69791340827942
54,eigd,77.22044229507446

56,cheb,198.22955012321472
56,eigd,93.8168466091156

58,cheb,227.79685807228088
58,eigd,125.95903897285461

60,cheb,257.1612825393677
60,eigd,143.58299374580383

62,cheb,296.25558710098267
62,eigd,175.5550513267517

64,cheb,336.3232638835907
64,eigd,226.6228950023651

66,cheb,381.8036186695099
66,eigd,271.3509781360626

68,cheb,440.76625418663025
68,eigd,317.71577286720276

70,cheb,477.1082515716553
70,eigd,377.6522295475006

72,cheb,571.1101281642914
72,eigd,434.1464283466339

74,cheb,635.293683052063
74,eigd,516.8427231311798

76,cheb,718.6759271621704
76,eigd,585.0620608329773

78,cheb,805.9960563182831
78,eigd,706.9445333480835

80,cheb,912.5010590553284
80,eigd,824.1575791835785

82,cheb,994.8280646800995
82,eigd,930.9237442016602

84,cheb,1117.7333571910858
84,eigd,1096.2255551815033

86,cheb,1245.233589887619
86,eigd,1256.831906080246

88,cheb,1362.395602941513
88,eigd,1424.8673861026764

90,cheb,1444.8929517269135
90,eigd,1640.7483501434326

92,cheb,1633.871856212616
92,eigd,1869.2959797382355

94,cheb,1775.1447916030884
94,eigd,2114.68922829628

96,cheb,1913.4922897815704
96,eigd,2344.7259497642517

98,cheb,1937.9985105991364
