2,nagai,1.1303327083587646

4,nagai,1.142399549484253

6,nagai,1.4432342052459717

8,nagai,1.483717679977417

10,nagai,1.7128212451934814

12,nagai,2.0952296257019043

14,nagai,2.1606051921844482

16,nagai,2.699061870574951

18,nagai,3.2095301151275635

20,nagai,5.270235300064087

22,nagai,8.139097452163696

24,nagai,7.421206951141357

26,nagai,13.12414813041687

28,nagai,12.47028136253357

30,nagai,16.162396669387817

32,nagai,25.386698246002197

34,nagai,26.128352642059326

36,nagai,37.4911949634552

38,nagai,47.190200090408325

40,nagai,57.939921140670776

42,nagai,61.46694898605347

44,nagai,71.18812036514282

46,nagai,83.50176000595093

48,nagai,103.11237525939941

50,nagai,110.19470691680908

52,nagai,153.1929543018341

54,nagai,168.02796983718872

56,nagai,179.85913276672363

58,nagai,202.20090436935425

60,nagai,231.14021921157837

62,nagai,275.9761166572571

64,nagai,297.5113878250122

66,nagai,332.3881266117096

68,nagai,387.7700538635254

70,nagai,410.09837532043457

72,nagai,467.44613790512085

74,nagai,514.7150337696075

76,nagai,577.2356436252594

78,nagai,638.2857265472412

80,nagai,713.5968511104584

82,nagai,786.6605739593506

84,nagai,851.9263467788696

86,nagai,936.0005950927734

88,nagai,1015.4327363967896

90,nagai,1133.6330332756042

92,nagai,1257.684674024582

94,nagai,1359.212176322937

96,nagai,1473.8429987430573

98,nagai,1642.284896850586

100,nagai,1774.1663584709167

102,nagai,1944.5249707698822

104,nagai,2104.928052186966

106,nagai,2266.4965121746063
